X,Y,OBJECTID,SCHID,NAME,ADDRESS,TOWN_MAIL,TOWN,ZIPCODE,PHONE,GRADES,TYPE,TYPE_DESC,TYPE_DESC2,DIST_NAME,DIST_CODE,MA_ADDR_ID
228744.490599997,894737.220400002,1732,00460002,Brookline Early Education Program at Putterham,194 Grove Street,Chestnut Hill,BROOKLINE,02467,617-713-5471,PK,ELE,Public Elementary,,Brookline,00460000,3319930
56278.0634,896701.009399999,1733,01500805,St. Mary's School,115 Orchard Street,Lee,LEE,01238,413-243-1079,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,643887
183161.691,936084.086800002,1734,07350002,Squannacook Early Childhood Center,66 Brookline Road,Townsend,TOWNSEND,01469,978-597-3085,"PK,K,01,02,03,04",ELE,Public Elementary,,North Middlesex,07350000,4457163
188605.302199997,921694.105799999,1735,06160305,Ayer Shirley Regional Middle School,1 Hospital Road,Shirley,SHIRLEY,01464,978-772-8600,"06,07,08",MID,Public Middle,,Ayer Shirley,06160000,1881806
232030.626599997,880968.2806,1736,00500825,Judge Rotenberg School,240 Turnpike Street,Canton,CANTON,02021,781-828-2202,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,2435331
163491.965599999,924462.734,1737,01030805,Wachusett Hills Christian School,100 Colony Road,Westminster,GARDNER,01473,978-874-6432,"K,01,02,03,04,05,06,07,08",PRI,Private,,,,1104475
108036.586,874694.413800001,1738,02810367,Chestnut Middle School Talented and Gifted,355 Plainfield Street,Springfield,SPRINGFIELD,01107,413-750-2333,"06,07,08",MID,Public Middle,,Springfield,02810000,4187418
228468.222800002,904603.850200001,1739,00490840,Fayerweather Street School,765 Concord Avenue,Cambridge,CAMBRIDGE,02138,617-876-4746,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3615808
212377.640600003,897122.6712,1740,03150820,Veritas Christian Academy,6 Loker Street,Wayland,WAYLAND,01778,508-653-1188,"K,01,02,03,04,05,06,07,08",PRI,Private,,,,1848889
104919.452600002,883372.445799999,1741,02810575,Gateway to College at Holyoke Community College,303 Homestead Avenue,Holyoke,HOLYOKE,01040,413-552-2370,"09,10,11,12",SEC,Public Secondary,,Springfield,02810000,232027
247333.883599997,826050.331,1742,02010810,All Saints Catholic School,115 Illinois Street,New Bedford,NEW BEDFORD,02745,508-995-3696,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,4067185
73998.8236000016,939185.5858,1743,00980005,Abbott Memorial School,56 North County Road,Florida,FLORIDA,01247,413-664-6023,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Florida,00980000,205896
222256.778800003,906472.915800001,1744,03080840,Our Lady's Academy,920 Trapelo Road,Waltham,WALTHAM,02452,781-899-0353,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,2846382
219507.691,851373.455400001,1745,00160812,Grace Baptist Christian Academy,1000 Oak Hill Avenue,Attleboro,ATTLEBORO,02703,508-222-6283,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,2948944
327129.572400004,846578.6116,1746,06600505,Nauset Regional High School,100 Cable Road,North Eastham,EASTHAM,02651,508-255-1505,"09,10,11,12",SEC,Public Secondary,,Nauset,06600000,2214046
214040.712200001,932776.9476,1747,01600090,Bartlett Community Partnership School,79 Wannalancit Street,Lowell,LOWELL,01854,978-937-8968,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Lowell,01600000,1986791
247764.967399999,820485.798,1748,02010828,Nativity Prep School,66 Spring Street,New Bedford,NEW BEDFORD,02740,508-994-3800,"05,06,07,08",PRI,Private,,,,4090728
228524.832400002,939966.568,1749,01490090,UP Academy Leonard Middle School,60 Allen Street,Lawrence,LAWRENCE,01841,978-722-8159,"06,07,08",ELE,Public Elementary,,Lawrence,01490000,2118086
221971.43,899571.393399999,1750,02070867,Learning Prep School,1507 Washington Street,West Newton,NEWTON,01757,617-965-0764,"02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,2741068
195917.0044,900731.147599999,1751,01700045,1LT Charles W Whitcomb Middle School,25 Union Street,Marlborough,MARLBOROUGH,01752,508-460-3502,"06,07,08",MID,Public Middle,,Marlborough,01700000,1619618
232823.887400001,898677.273600001,1752,00350560,Boston Latin School,78 Avenue Louis Pasteur,Boston,BOSTON,02115,617-635-8895,"07,08,09,10,11,12",SEC,Public Secondary,,Boston,00350000,35006853
247481.76,819968.6864,1753,02010865,St. James-St. John School,180 Orchard Street,New Bedford,NEW BEDFORD,02740,508-996-0534,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,4081146
115728.616400003,868914.553800002,1754,00610850,"Aditus, Inc.",11 Glendale Road,East Longmeadow,EAST LONGMEADOW,01028,413-525-9494,"09,10,11,12",SPU,Special Education (Unapproved),,,,161190
225676.415600002,899314.432799999,1755,02070837,Mount Alvernia High School,790 Centre Street,Newton,NEWTON,02458,617-969-2260,"07,08,09,10,11,12",PRI,Private,,,,2728960
246661.956200004,925937.292199999,1756,00710505,Danvers High School,60 Cabot Road,Danvers,DANVERS,01923,978-777-8925,"09,10,11,12",SEC,Public Secondary,,Danvers,00710000,3080733
246819.877,919628.301399998,1757,02290820,St. John the Baptist Elementary School,19 Chestnut Avenue,Peabody,PEABODY,01960,978-531-0444,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3714703
177049.972599998,924902.4542,1758,00970845,St. Bernard Elementary School,254 Summer Street,Fitchburg,FITCHBURG,01420,978-342-1948,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,4166124
235427.058799997,917100.7542,1759,03050830,EMARC - Life Choices & Employment Services,26 Princess Street,Wakefield,WAKEFIELD,01880,781-944-5655,"09,10,11,12",SPU,Special Education (Unapproved),,,,2868493
118208.309199996,890995.758200001,1760,01110004,East Meadow School,393 East State Street,Granby,GRANBY,01033,413-467-7199,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Granby,01110000,708880
104327.506200001,893573.364599999,1761,04500105,Hilltown Cooperative Charter Public School,1 Industrial Parkway,Easthampton,EASTHAMPTON,01027,413-529-7178,"K,01,02,03,04,05,06,07,08",CHA,Charter,,Hilltown Cooperative Charter,04500000,170214
230600.4476,904672.442,1762,00490315,Rindge Avenue Upper School,70 Rindge Avenue,Cambridge,CAMBRIDGE,02140,617-349-4060,"06,07,08",MID,Public Middle,,Cambridge,00490000,3623861
142378.937799998,901709.587200001,1763,01240810,Eagle Hill School,242 Old Petersham Road,Hardwick,HARDWICK,01037,413-477-6000,"08,09,10,11,12",SPU,Special Education (Unapproved),,,,1086036
204534.366,919901.227200001,1764,01580820,Oak Meadow Montessori School,2 Old Pickard Lane,Littleton,LITTLETON,01460,978-486-9874,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,1610239
208866.970399998,907790.4648,1765,02880810,Corwin-Russell School @ Broccoli Hall,142 North Road,Sudbury,SUDBURY,01776,978-369-1444,"05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1647019
111207.913599998,876383.020799998,1766,02810480,RISE Program at Van Sickle Academy,1170 Carew Street,Springfield,SPRINGFIELD,01104,413-750-2887,"06,07,08",MID,Public Middle,,Springfield,02810000,581639
237938.192599997,868703.169,1767,00440520,Edison Academy,470 Forest Avenue,Brockton,BROCKTON,02301,508-580-7638,"09,10,11,12",SEC,Public Secondary,,Brockton,00440000,3302937
220868.407600001,876268.252799999,1768,03070505,Walpole High School,275 Common Street,Walpole,WALPOLE,02081,508-660-7257,"09,10,11,12",SEC,Public Secondary,,Walpole,03070000,2712964
242580.4956,865812.6888,1769,00830850,High Road School of Massachusetts,450 Pleasant Street,East Bridgewater,EAST BRIDGEWATER,02333,508-232-3005,"05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,3581361
227619.556599997,897676.792599998,1886,02070825,Chestnut Hill School,428 Hammond Street,Chestnut Hill,NEWTON,02467,617-566-4394,"PK,K,01,02,03,04,05,06",PRI,Private,,,,2724613
225754.055200003,896797.0262,1887,02070015,Bowen School,280 Cypress Street,Newton Centre,NEWTON,02459,617-559-9330,"K,01,02,03,04,05",ELE,Public Elementary,,Newton,02070000,2732232
231813.358199999,881423.9362,1888,00500830,Blue Hill Montessori School,163 Turnpike Street,Canton,CANTON,02021,781-828-5230,"PK,K",PRI,Private,,,,2436209
216959.577,857092.567400001,1889,00160805,Bishop Feehan High School,70 Holcott Drive,Attleboro,ATTLEBORO,02703,508-226-6223,"09,10,11,12",PRI,Private,,,,2953689
212940.428,929023.703400001,1890,00560001,Community Education Center,170 Dalton Road,Chelmsford,CHELMSFORD,01824,978-251-5188,PK,ELE,Public Elementary,,Chelmsford,00560000,2336878
115699.665,901509.462200001,1891,00080850,The Common School,521 South Pleasant Street,Amherst,AMHERST,01004,413-256-8989,"PK,K,01,02,03,04,05",PRI,Private,,,,763269
231880.697800003,901902.839400001,1892,00490310,Putnam Avenue Upper School,100 Putnam Avenue,Cambridge,CAMBRIDGE,02139,617-349-7780,"06,07,08",MID,Public Middle,,Cambridge,00490000,3619567
209347.527800001,932675.047200002,1893,00560845,Lighthouse School,25 Wellman Avenue,North Chelmsford,CHELMSFORD,01863,978-251-4050,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,2334121
244897.447400004,912491.570799999,1894,01630005,Washington Elementary School,58 Blossom Street,Lynn,LYNN,01902,781-477-1701,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Lynn,01630000,3778364
240588.644400001,918408.3772,1895,01640820,Our Lady of the Assumption School,40 Grove Street,Lynnfield,LYNNFIELD,01940,781-599-4422,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3561098
232569.631399997,901479.247400001,1896,00490815,Farr Academy School,71 Pearl Street,Cambridge,CAMBRIDGE,02139,617-492-4922,"07,08,09,10,11,12",SPE,Special Education (Approved),,,,3611436
142052.837800004,895978.316399999,1897,01260820,St. Aloysius Catholic School,52 Church Street,Gilbertville,HARDWICK,01031,413-477-1268,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,4190479
223565.317,850331.622200001,1898,02180805,The Pinecroft School,133 Tremont Street,Rehoboth,REHOBOTH,02769,508-252-5502,"K,01,02,03,04,05",PRI,Private,,,,3156521
150525.534400001,873188.6774,1899,35150205,Old Sturbridge Academy Charter Public School,1 Old Sturbridge Village Road,Sturbridge,STURBRIDGE,01566,508-347-0283,"K,01,02,03,04,05,06,07",CHA,Charter,,Old Sturbridge Academy,35150000,994480
216155.553,898696.929,1900,03300505,Weston High School,444 Wellesley Street,Weston,WESTON,02493,781-786-5800,"09,10,11,12",SEC,Public Secondary,,Weston,03300000,2153507
161409.221799999,903831.593600001,1901,02570805,Devereux School,60 Miles Road,Rutland,RUTLAND,01543,508-886-4746,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1049873
52304.5942,926692.016600002,1902,01210005,Hancock Elementary School,3080 Hancock Road,Hancock,HANCOCK,01237,413-738-5676,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Hancock,01210000,251407
243537.190200001,913272.382399999,1903,01630080,William R Fallon School,100 Robinson Street,Lynn,LYNN,01905,781-477-7401,"01,02,03,04,05",ELE,Public Elementary,,Lynn,01630000,3779160
45010.2470000014,874495.485599998,1904,07650505,Mount Everett School,491 Berkshire School Road,Sheffield,SHEFFIELD,01257,413-229-8734,"06,07,08,09,10,11,12",SEC,Public Secondary,,Southern Berkshire,07650000,726624
232580.735399999,880195.679200001,1905,00500820,Clarke School East,1 Whitman Road,Canton,CANTON,02021,781-821-3499,"PK,K,01,02",SPE,Special Education (Approved),,,,2441541
263071.972199999,836789.877,1925,03100810,Christopher Donovan Day School,4 Recovery Road,Onset,WAREHAM,02558,508-295-5232,"K,01,02,03,04,05,06,07,08,09,10,11,12",SPU,Special Education (Unapproved),,,,3743815
230753.726,900000.191199999,1926,00460850,JRI Bay Cove School,156 Lawton Street,Brookline,BROOKLINE,02446,617-739-1794,"07,08,09,10,11,12",SPE,Special Education (Approved),,,,3315973
248739.353,818042.7984,1927,02010070,Irwin M. Jacobs Elementary School,47 Emery Street,New Bedford,NEW BEDFORD,02744,508-997-4511,"PK,K,01,02,03,04,05",ELE,Public Elementary,,New Bedford,02010000,4324545
108036.586,874694.413800001,1928,02810366,IMPACT Program at Chestnut South,355 Plainfield Street,Springfield,SPRINGFIELD,01107,413-750-2333,"06,07,08",MID,Public Middle,,Springfield,02810000,4187418
237332.797,908595.196400002,1929,01650830,Malden Catholic High School,99 Crystal Street,Malden,MALDEN,02148,781-475-5399,"09,10,11,12",PRI,Private,,,,3028395
248939.915799998,848569.158599999,1930,01820010,Mary K Goode Elementary School,31 Mayflower Avenue,Middleborough,MIDDLEBOROUGH,02346,508-946-2045,"01,02,03,04,05",ELE,Public Elementary,,Middleborough,01820000,2624109
229089.187,940289.5196,1931,04310205,Community Day Charter Public School - R. Kingman Webster,50 Pleasant Street,Lawrence,LAWRENCE,01841,978-722-2538,"PK,K,01,02,03,04,05,06,07,08",CHA,Charter,,Community Day Charter Public School - R. Kingman Webster,04310000,2118243
229089.187,940289.5196,1932,04260205,Community Day Charter Public School - Gateway,50 Pleasant Street,Lawrence,LAWRENCE,01841,978-722-2538,"PK,K,01,02,03,04,05,06,07,08",CHA,Charter,,Community Day Charter Public School - Gateway,04260000,2118243
250560.160800003,924989.286,1933,00300865,Hopeful Journeys Educational Center,28 Tozer Road,Beverly,BEVERLY,01915,978-993-8096,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,28668
267838.940800004,866792.918,1934,00820305,Duxbury Middle School,71 Alden Street,Duxbury,DUXBURY,02332,781-934-7640,"06,07,08",MID,Public Middle,,Duxbury,00820000,3572011
106551.931599997,883407.7698,1935,01370805,Blessed Sacrament School,21 Westfield Road,Holyoke,HOLYOKE,01040,413-536-2236,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,226457
236056.670599997,850284.5792,1936,02930027,Elizabeth Pole School,215 Harris Street,Taunton,TAUNTON,02780,508-821-1260,"K,01,02,03,04",ELE,Public Elementary,,Taunton,02930000,2678554
241703.582,872637.709199999,1937,00440421,Ashfield Middle School,225 Coe Road,Brockton,BROCKTON,02302,508-580-7268,"06,07,08",MID,Public Middle,,Brockton,00440000,3267575
113909.4432,868273.107799999,1938,01590820,Yeshiva Academy,1148 Converse Street,Longmeadow,LONGMEADOW,01106,413-567-8665,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,657881
110057.507200003,929091.798599999,1939,01140840,Community and Attainment Transition Program,111 Summer Street,Greenfield,GREENFIELD,01301,413-774-5558,,PRI,Private,,,,220188
296611.761399999,827560.254,1940,00200880,Cape Cod Community College - Project Forward,2240 Iyannough Road,West Barnstable,BARNSTABLE,02668,508-362-2131,12,PRI,Private,,,,4226554
292673.0418,824165.5856,1941,00200045,West Villages Elementary School,760 Osterville-West Barnstable Road,Marstons Mills,BARNSTABLE,02648,508-420-1100,"K,01,02,03",ELE,Public Elementary,,Barnstable,00200000,1243914
205604.265,932307.835200001,1942,03260055,Rita E Miller Elementary School,1 Mitchell Way,Westford,WESTFORD,01886,978-392-4476,"PK,K,01,02",ELE,Public Elementary,,Westford,03260000,1477139
245851.148199998,821910.823199999,1943,02010405,Keith Middle School,225 Hathaway Blvd,New Bedford,NEW BEDFORD,02740,508-997-4511,"06,07,08",MID,Public Middle,,New Bedford,02010000,4084338
247028.254100002,914138.485399999,1944,01630810,The Hathaway School,25 Bessom Street,Lynn,LYNN,01902,781-595-5859,"PK,K,01,02,03,04,05,06,07,08",PRI,Private,,,,3778504
203448.0462,928489.367,1945,03260330,Stony Brook School,9 Farmer Way,Westford,WESTFORD,01886,978-692-2708,"06,07,08",MID,Public Middle,,Westford,03260000,1474133
218293.0242,902010.593600001,1946,03300840,Gifford School,177 Boston Post Road,Weston,WESTON,02493,781-899-9500,"01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,4216205
45730.825,888310.4124,1947,01130803,JRI Berkshire Meadows,249 North Plain Road,Housatonic,GREAT BARRINGTON,01236,413-528-2523,"K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,210915
213542.144599997,896351.715,1948,01980805,Brandon School,27 Winter Street,Natick,NATICK,01760,508-655-6400,"01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1669534
149867.704800002,906737.405200001,1949,03480880,Seven Hills/Stetson School,455 South Street,Barre,BARRE,01005,978-355-4541,"04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,4236487
112423.110200003,883582.43,1950,00610021,Chicopee Academy,12 DARE Way,Chicopee,CHICOPEE,01020,413-594-3449,"06,07,08,09,10,11,12",SEC,Public Secondary,,Chicopee,00610000,115272
234058.709799998,904022.267,1951,02740111,East Somerville Community School,50 Cross Street,Somerville,SOMERVILLE,02145,617-625-6600,"K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Somerville,02740000,3213747
218187.5524,853500.8972,1952,00160050,Peter Thacher Elementary School,160 James Street,Attleboro,ATTLEBORO,02703,508-226-4162,"K,01,02,03,04",ELE,Public Elementary,,Attleboro,00160000,4215120
217519.763400003,893441.4164,1953,03170815,Dana Hall School,45 Dana Road,Wellesley,WELLESLEY,02482,781-235-3010,"06,07,08,09,10,11,12",PRI,Private,,,,3011460
228868.842600003,828772.462400001,1954,00950340,Stone Day School,276 Maple Street,Fall River,FALL RIVER,02720,508-675-8405,"K,02,03,04,05,06,07,08,09,10,11,12",OTH,Public Other,,Fall River,00950000,3950172
200197.693599999,878648.038600001,1955,01850805,Evergreen Center School,345 Fortune Boulevard,Milford,MILFORD,01757,508-478-2631,"01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1685427
207385.128,906905.4298,1956,02880805,Willow Hill School,98 Haynes Road,Sudbury,SUDBURY,01776,978-443-2581,"06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1646014
194992.729,927261.284200002,1957,01150802,Groton Community School,110 Boston Road,Groton,GROTON,01450,978-448-6179,"PK,K",PRI,Private,,,,1096227
81613.9592000023,906488.088199999,1958,03490010,R.H. Conwell Elementary School,147 Huntington Road,Worthington,WORTHINGTON,01098,413-238-5856,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worthington,03490000,928538
227215.178800002,898353.762600001,1959,02070802,The Campus School at Boston College,140 Commonwealth Avenue,Chestnut Hill,NEWTON,02467,617-552-3460,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,2755262
233092.878399998,947245.5064,1960,01280075,Tilton School,70 Grove Street,Haverhill,HAVERHILL,01832,978-374-3475,"K,01,02,03",ELE,Public Elementary,,Haverhill,01280000,2231046
109880.138599999,873364.830800001,1961,35140305,Libertas Academy Charter School,146 Chestnut Street,Springfield,SPRINGFIELD,01103,413-342-5510,"06,07,08,09",CHA,Charter,,Libertas Academy,35140000,580733
231515.656599998,903370.387600001,1962,00490825,Threshold Program at Lesley University,29 Everett Street,Cambridge,CAMBRIDGE,02138,617-349-8181,,SPU,Special Education (Unapproved),,,,3616940
226644.103200004,940799.502599999,1963,01490009,Community Day Arlington Elementary School,150 Arlington Street,Lawrence,LAWRENCE,01841,978-722-8311,"K,01,02,03,04",ELE,Public Elementary,,Lawrence,01490000,2125802
106056.135200001,897507.843,1964,02100810,Clarke School,45 Round Hill Road,Northampton,NORTHAMPTON,01060,413-588-2333,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,690309
238491.398800001,882583.560600001,1965,00400850,"Triangle, Inc. School to Career",100 Messina Drive,Braintree,BRAINTREE,02184,781-388-4328,"09,10,11,12",SPU,Special Education (Unapproved),,,,2401485
250672.794600002,943243.856400002,1966,02540810,Solstice School,20 Bowlery Drive,Rowley,ROWLEY,01969,978-948-2346,"06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,3180740
242974.558399998,853674.2236,1967,01820805,F. L. Chamberlain School,1 Pleasant Street,Middleboro,MIDDLEBOROUGH,02346,508-947-7825,"06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,2625892
118603.1426,875481.924199998,1968,04410505,Springfield International Charter School,160 Joan Street,Springfield,SPRINGFIELD,01129,413-783-2600,"K,01,02,03,04,05,06,07,08,09,10,11,12",CHA,Charter,,Sabis International Charter,04410000,594157
286604.250200003,832238.788800001,1969,02610305,Sandwich STEM Academy,365 Quaker Meetinghouse Road,Sandwich,SANDWICH,02537,508-888-4900,"07,08",MID,Public Middle,,Sandwich,02610000,1894312
137066.308,889246.9034,1970,03090305,Ware Middle School,239 West Street,Ware,WARE,01082,413-967-6903,"04,05,06",MID,Public Middle,,Ware,03090000,4174999
181324.915200002,892516.585200001,1971,02710030,Oak Middle School,45 Oak Street,Shrewsbury,SHREWSBURY,01545,508-841-1200,"07,08",MID,Public Middle,,Shrewsbury,02710000,1873976
196744.644400001,898589.382199999,1972,01700820,JRI Meadowridge Glenhaven Academy School,56 Framingham Road,Marlborough,MARLBOROUGH,01752,508-481-8077,"05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1621538
225149.500600003,900695.7828,1973,02070810,Jackson School,200 Jackson Road,Newton,NEWTON,02458,617-969-1537,"K,01,02,03,04,05,06",PRI,Private,,,,4170921
192539.872,935905.351799998,1974,07350310,Nissitissit Middle School,33 Chace Avenue,Pepperell,PEPPERELL,01463,978-743-1007,"05,06,07,08",MID,Public Middle,,North Middlesex,07350000,1911383
171057.764600001,892061.867,1975,03480230,Tatnuck School,1083 Pleasant Street,Worcester,WORCESTER,01602,508-799-3554,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Worcester,03480000,1390984
242057.626400001,941632.8928,1976,01050305,Georgetown Middle School,11 Winter Street,Georgetown,GEORGETOWN,01833,978-352-5790,"07,08",MID,Public Middle,,Georgetown,01050000,2290084
216373.051200002,854208.1338,1977,00160515,Attleboro Community Academy,100 Rathbun Willard Drive,Attleboro,ATTLEBORO,02703,508-222-5150,"09,10,11,12",SEC,Public Secondary,,Attleboro,00160000,2948941
247743.2042,875392.191,1978,02510020,Memorial Park School,1 Col Brian Duffy Way,Rockland,ROCKLAND,02370,781-878-1367,"K,01,02,03,04",ELE,Public Elementary,,Rockland,02510000,4172766
115715.759800002,880923.004799999,1979,00610860,Sunshine Village,75 Litwin Lane,Chicopee,CHICOPEE,01020,413-592-6142,"11,12",SPU,Special Education (Unapproved),,,,118793
193457.448600002,929111.806,1980,01150805,Seven Hills School,22 Hillside Avenue,Groton,GROTON,01450,978-732-5253,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1095305
223176.923,881514.187800001,1981,02200015,F.A. Cleveland Elementary School,33 George Willett Parkway,Norwood,NORWOOD,02062,781-762-6522,"01,02,03,04,05",ELE,Public Elementary,,Norwood,02200000,3100144
143190.194,885786.977600001,1982,07780305,Quaboag Regional Middle Innovation School,284 Old West Brookfield Road,Warren,WARREN,01083,413-436-5991,"07,08",MID,Public Middle,,Quaboag,07780000,999165
172862.214,892491.213,1983,03480802,Summit Academy School for Alternative Learners,15 Jamesbury Drive,Worcester,WORCESTER,01609,508-751-8500,"K,01,02,03,04,05,06,07,08,09,10,11,12",SPE,Special Education (Approved),,,,1396448
187309.394599997,872928.967599999,1984,02140820,Whitinsville Christian School,279 Linwood Avenue,Whitinsville,NORTHBRIDGE,01588,508-372-3246,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,1921060
229505.5766,898225.619399998,1985,00460045,John D Runkle School,50 Druce Street,Brookline,BROOKLINE,02445,617-879-4650,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Brookline,00460000,3320724
225151.0902,900665.623199999,1986,02070108,Newton Early Childhood Center,150 Jackson Road,Newtonville,NEWTON,02458,617-559-6050,PK,ELE,Public Elementary,,Newton,02070000,4313528
233717.936800003,898017.154199999,1987,00350537,Madison Park Technical Vocational High School,75 Malcolm X Blvd,Roxbury,BOSTON,02120,617-635-8970,"09,10,11,12",SEC,Public Secondary,,Boston,00350000,35347576
234293.466,898979.877,1988,00350036,Carter Developmental Center,396 Northampton Street,Boston,BOSTON,02118,617-635-9832,"07,08,09,10,11,12",SEC,Public Secondary,,Boston,00350000,35158036
232188.254799999,895132.087,1989,00350535,The English High School,144 McBride Street,Jamaica Plain,BOSTON,02130,617-635-8979,"09,10,11,12",SEC,Public Secondary,,Boston,00350000,35093388
238372.918399997,902235.15,1990,00350009,East Boston Early Childhood Center,135 Gove Street,East Boston,BOSTON,02128,617-635-6456,"PK,K,01",ELE,Public Elementary,,Boston,00350000,35157440
232133.238200001,890258.036400001,1991,04160305,Boston Preparatory Charter Public School,885 River Street,Hyde Park,BOSTON,02136,617-333-6688,"06,07,08,09,10,11,12",CHA,Charter,,Boston Preparatory Charter,04160000,35077096
232490.265199997,896885.8994,1992,00350166,John F Kennedy School,7 Bolster Street,Jamaica Plain,BOSTON,02130,617-635-8127,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Boston,00350000,35157141
236417.013599999,897059.633400001,1993,00350298,Clap Elementary School,35 Harvest Street,Dorchester,BOSTON,02125,617-635-8672,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Boston,00350000,35158035
231905.751400001,896519.257800002,1994,00350020,Curley K-8 School,493 Centre Street,Jamaica Plain,BOSTON,02130,617-635-8176,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Boston,00350000,35028075
234771.618799999,900095.103599999,1995,00350690,Snowden International School at Copley,150 Newbury Street,Boston,BOSTON,02116,617-635-9989,"09,10,11,12",SEC,Public Secondary,,Boston,00350000,35101353
229849.709799998,900236.8704,1996,00350013,Jackson/Mann K-8 School,40 Armington Street,Allston,BOSTON,02134,617-635-8532,"PK,K,01,02,03,04,05,06,07,08",ELE,Public Elementary,,Boston,00350000,35005000
230498.532600001,895187.781599998,1997,00350950,British International School of Boston,416 Pond Street,Jamaica Plain,BOSTON,02130,617-522-2261,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",PRI,Private,,,,35341090
233560.42,896285.442600001,1998,00350072,Ellis Elementary School,302 Walnut Avenue,Roxbury,BOSTON,02119,617-635-8257,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Boston,00350000,35156542
235231.0352,899004.263599999,1999,00350390,Blackstone School,380 Shawmut Avenue,Boston,BOSTON,02118,617-635-8471,"PK,K,01,02,03,04,05",ELE,Public Elementary,,Boston,00350000,35341735
236439.336599998,902996.621199999,2000,00350200,Harvard-Kent School,50 Bunker Hill Street,Charlestown,BOSTON,02129,617-635-8358,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Boston,00350000,35155834
245273.425800003,913181.964200001,1906,04290010,KIPP Academy Lynn Charter School,90 High Rock Street,Lynn,LYNN,01902,781-598-1609,"K,01,02,03,04,05,06,07,08,09,10,11,12",CHA,Charter,,KIPP Academy Lynn Charter,04290000,3784423
238972.508400001,943698.626600001,1907,07450005,Elmer S Bagnall School,253 School Street,Groveland,GROVELAND,01834,978-372-8856,"PK,K,01,02,03,04,05,06",ELE,Public Elementary,,Pentucket,07450000,2305307
169180.6998,867223.7348,1908,02770860,Life Skills Inc. - South Central Residential,44 Morris Street,Webster,WEBSTER,01570,508-943-0700,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",SPU,Special Education (Unapproved),,,,1540505
190207.633199997,866741.413800001,1909,03040505,Uxbridge High School,300 Quaker Highway,Uxbridge,UXBRIDGE,01569,508-278-8633,"08,09,10,11,12",SEC,Public Secondary,,Uxbridge,03040000,1530495
